Latitude,Longitude,Time of Observation,Sea Surface Temperature,Latitude1,Longitude1
54.0,8.1,2017-07-11T12:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-11T12:00:00,64.2,54.9,8.075
54.0,8.2,2017-07-11T12:00:00,64.0,54.0,8.075
56.9,0.6,2017-07-11T13:00:00,56.8,56.699999999999996,0.425
51.2,1.8,2017-07-11T13:00:00,63.1,51.3,2.125
51.4,2.0,2017-07-11T13:00:00,63.0,51.3,2.125
55.8,3.5,2017-07-11T13:00:00,61.7,55.8,3.8249999999999997
55.7,3.7,2017-07-11T13:00:00,59.9,55.8,3.8249999999999997
54.2,7.8,2017-07-11T13:00:00,64.2,54.0,8.075
54.0,8.1,2017-07-11T13:00:00,64.9,54.0,8.075
54.9,8.2,2017-07-11T13:00:00,64.2,54.9,8.075
54.0,8.2,2017-07-11T13:00:00,64.0,54.0,8.075
50.8,1.0,2017-07-11T13:00:00,68.7,50.4,1.275
56.9,0.7,2017-07-11T14:00:00,56.8,56.699999999999996,0.425
50.9,1.4,2017-07-11T14:00:00,61.9,50.4,1.275
51.2,1.8,2017-07-11T14:00:00,63.1,51.3,2.125
51.4,2.0,2017-07-11T14:00:00,63.0,51.3,2.125
55.9,3.0,2017-07-11T14:00:00,61.7,55.8,2.9749999999999996
55.7,3.3,2017-07-11T14:00:00,59.9,55.8,2.9749999999999996
53.9,7.9,2017-07-11T14:00:00,63.5,54.0,8.075
54.0,8.1,2017-07-11T14:00:00,65.1,54.0,8.075
54.9,8.2,2017-07-11T14:00:00,64.2,54.9,8.075
54.0,8.2,2017-07-11T14:00:00,64.9,54.0,8.075
56.9,1.0,2017-07-11T15:00:00,56.8,56.699999999999996,1.275
51.2,1.8,2017-07-11T15:00:00,63.0,51.3,2.125
58.4,1.9,2017-07-11T15:00:00,55.4,58.5,2.125
51.4,2.0,2017-07-11T15:00:00,63.0,51.3,2.125
56.1,2.6,2017-07-11T15:00:00,60.3,55.8,2.9749999999999996
55.7,3.1,2017-07-11T15:00:00,59.9,55.8,2.9749999999999996
56.5,3.2,2017-07-11T15:00:00,58.6,56.699999999999996,2.9749999999999996
51.8,3.3,2017-07-11T15:00:00,60.8,51.3,2.9749999999999996
54.2,7.8,2017-07-11T15:00:00,63.9,54.0,8.075
54.0,8.1,2017-07-11T15:00:00,64.6,54.0,8.075
54.9,8.2,2017-07-11T15:00:00,64.2,54.9,8.075
54.0,8.2,2017-07-11T15:00:00,64.9,54.0,8.075
57.0,1.3,2017-07-11T16:00:00,57.2,56.699999999999996,1.275
51.4,2.0,2017-07-11T16:00:00,63.0,51.3,2.125
56.3,2.1,2017-07-11T16:00:00,59.9,55.8,2.125
55.7,2.8,2017-07-11T16:00:00,59.9,55.8,2.9749999999999996
54.2,7.8,2017-07-11T16:00:00,64.2,54.0,8.075
53.9,7.9,2017-07-11T16:00:00,63.1,54.0,8.075
54.0,8.1,2017-07-11T16:00:00,64.4,54.0,8.075
53.8,8.1,2017-07-11T16:00:00,65.8,54.0,8.075
54.9,8.2,2017-07-11T16:00:00,64.2,54.9,8.075
54.0,8.2,2017-07-11T16:00:00,64.4,54.0,8.075
57.0,1.5,2017-07-11T17:00:00,57.2,56.699999999999996,1.275
56.5,1.6,2017-07-11T17:00:00,59.2,56.699999999999996,1.275
56.5,1.6,2017-07-11T17:00:00,59.4,56.699999999999996,1.275
51.2,1.8,2017-07-11T17:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-11T17:00:00,63.0,51.3,2.125
55.7,2.5,2017-07-11T17:00:00,59.5,55.8,2.125
54.2,7.8,2017-07-11T17:00:00,63.9,54.0,8.075
53.9,7.9,2017-07-11T17:00:00,63.0,54.0,8.075
54.0,8.1,2017-07-11T17:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-11T17:00:00,64.2,54.9,8.075
54.0,8.2,2017-07-11T17:00:00,65.1,54.0,8.075
50.8,1.0,2017-07-11T17:00:00,68.7,50.4,1.275
58.3,0.7,2017-07-11T18:00:00,57.0,58.5,0.425
56.7,1.2,2017-07-11T18:00:00,58.8,56.699999999999996,1.275
57.0,1.7,2017-07-11T18:00:00,57.0,56.699999999999996,1.275
51.2,1.8,2017-07-11T18:00:00,62.8,51.3,2.125
55.7,2.2,2017-07-11T18:00:00,59.2,55.8,2.125
56.5,3.2,2017-07-11T18:00:00,58.6,56.699999999999996,2.9749999999999996
51.8,3.3,2017-07-11T18:00:00,60.8,51.3,2.9749999999999996
57.3,4.1,2017-07-11T18:00:00,56.8,57.6,3.8249999999999997
54.0,7.7,2017-07-11T18:00:00,63.1,54.0,8.075
54.2,7.8,2017-07-11T18:00:00,64.4,54.0,8.075
53.9,7.9,2017-07-11T18:00:00,63.5,54.0,8.075
54.0,8.1,2017-07-11T18:00:00,64.6,54.0,8.075
54.9,8.2,2017-07-11T18:00:00,64.4,54.9,8.075
54.0,8.2,2017-07-11T18:00:00,64.6,54.0,8.075
56.9,0.7,2017-07-11T19:00:00,58.5,56.699999999999996,0.425
51.2,1.8,2017-07-11T19:00:00,62.8,51.3,2.125
55.7,1.9,2017-07-11T19:00:00,59.0,55.8,2.125
56.9,1.9,2017-07-11T19:00:00,57.2,56.699999999999996,2.125
51.4,2.0,2017-07-11T19:00:00,62.8,51.3,2.125
54.0,7.5,2017-07-11T19:00:00,62.2,54.0,7.225
54.2,7.8,2017-07-11T19:00:00,64.0,54.0,8.075
53.9,7.9,2017-07-11T19:00:00,63.5,54.0,8.075
54.0,8.1,2017-07-11T19:00:00,64.6,54.0,8.075
54.9,8.2,2017-07-11T19:00:00,64.4,54.9,8.075
54.0,8.2,2017-07-11T19:00:00,65.1,54.0,8.075
57.1,0.3,2017-07-11T20:00:00,58.1,56.699999999999996,0.425
55.7,1.6,2017-07-11T20:00:00,59.2,55.8,1.275
51.2,1.8,2017-07-11T20:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-11T20:00:00,62.8,51.3,2.125
57.0,2.0,2017-07-11T20:00:00,57.2,56.699999999999996,2.125
54.0,7.3,2017-07-11T20:00:00,62.1,54.0,7.225
54.2,7.8,2017-07-11T20:00:00,63.5,54.0,8.075
53.9,7.9,2017-07-11T20:00:00,63.7,54.0,8.075
54.0,8.1,2017-07-11T20:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-11T20:00:00,64.4,54.9,8.075
54.0,8.2,2017-07-11T20:00:00,63.9,54.0,8.075
55.7,1.3,2017-07-11T21:00:00,59.2,55.8,1.275
51.2,1.8,2017-07-11T21:00:00,62.6,51.3,2.125
51.4,2.0,2017-07-11T21:00:00,62.6,51.3,2.125
57.0,2.3,2017-07-11T21:00:00,57.2,56.699999999999996,2.125
56.5,3.2,2017-07-11T21:00:00,58.6,56.699999999999996,2.9749999999999996
54.0,7.2,2017-07-11T21:00:00,61.9,54.0,7.225
54.2,7.8,2017-07-11T21:00:00,61.9,54.0,8.075
53.9,7.9,2017-07-11T21:00:00,63.3,54.0,8.075
54.0,8.1,2017-07-11T21:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-11T21:00:00,64.4,54.9,8.075
54.0,8.2,2017-07-11T21:00:00,63.9,54.0,8.075
57.3,1.0,2017-07-11T21:00:00,57.6,57.6,1.275
55.8,1.2,2017-07-11T22:00:00,59.0,55.8,1.275
51.2,1.8,2017-07-11T22:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-11T22:00:00,62.6,51.3,2.125
57.0,2.6,2017-07-11T22:00:00,57.6,56.699999999999996,2.9749999999999996
54.0,7.1,2017-07-11T22:00:00,62.2,54.0,7.225
54.2,7.8,2017-07-11T22:00:00,61.9,54.0,8.075
53.9,7.9,2017-07-11T22:00:00,63.1,54.0,8.075
54.0,8.1,2017-07-11T22:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-11T22:00:00,64.4,54.9,8.075
54.0,8.2,2017-07-11T22:00:00,63.9,54.0,8.075
57.5,1.0,2017-07-11T22:00:00,56.8,57.6,1.275
55.8,1.3,2017-07-11T23:00:00,58.8,55.8,1.275
51.2,1.8,2017-07-11T23:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-11T23:00:00,62.6,51.3,2.125
57.0,2.9,2017-07-11T23:00:00,57.7,56.699999999999996,2.9749999999999996
54.0,7.0,2017-07-11T23:00:00,62.6,54.0,7.225
54.2,7.8,2017-07-11T23:00:00,62.2,54.0,8.075
53.9,7.8,2017-07-11T23:00:00,63.1,54.0,8.075
54.0,8.1,2017-07-11T23:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-11T23:00:00,64.2,54.9,8.075
54.0,8.2,2017-07-11T23:00:00,63.9,54.0,8.075
57.7,1.0,2017-07-11T23:00:00,57.0,57.6,1.275
58.3,0.7,2017-07-12T00:00:00,55.6,58.5,0.425
55.9,1.3,2017-07-12T00:00:00,58.6,55.8,1.275
51.2,1.8,2017-07-12T00:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-12T00:00:00,62.6,51.3,2.125
57.0,3.1,2017-07-12T00:00:00,57.6,56.699999999999996,2.9749999999999996
56.5,3.2,2017-07-12T00:00:00,58.5,56.699999999999996,2.9749999999999996
51.8,3.3,2017-07-12T00:00:00,60.8,51.3,2.9749999999999996
53.9,6.9,2017-07-12T00:00:00,63.1,54.0,7.225
54.2,7.8,2017-07-12T00:00:00,62.2,54.0,8.075
54.0,8.1,2017-07-12T00:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-12T00:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T00:00:00,63.9,54.0,8.075
57.9,1.0,2017-07-12T00:00:00,56.8,57.6,1.275
56.0,1.3,2017-07-12T01:00:00,58.5,55.8,1.275
51.2,1.8,2017-07-12T01:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-12T01:00:00,62.6,51.3,2.125
56.9,3.3,2017-07-12T01:00:00,57.6,56.699999999999996,2.9749999999999996
53.9,6.8,2017-07-12T01:00:00,63.5,54.0,6.375
54.2,7.8,2017-07-12T01:00:00,62.2,54.0,8.075
53.9,7.8,2017-07-12T01:00:00,63.3,54.0,8.075
54.0,8.1,2017-07-12T01:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-12T01:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T01:00:00,64.0,54.0,8.075
58.1,1.0,2017-07-12T01:00:00,56.8,57.6,1.275
56.1,1.4,2017-07-12T02:00:00,57.9,55.8,1.275
51.2,1.8,2017-07-12T02:00:00,62.4,51.3,2.125
51.4,2.0,2017-07-12T02:00:00,62.6,51.3,2.125
56.9,3.6,2017-07-12T02:00:00,57.4,56.699999999999996,3.8249999999999997
54.0,6.7,2017-07-12T02:00:00,63.3,54.0,6.375
53.9,7.9,2017-07-12T02:00:00,63.1,54.0,8.075
54.0,8.1,2017-07-12T02:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-12T02:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T02:00:00,63.9,54.0,8.075
58.3,0.7,2017-07-12T03:00:00,55.6,58.5,0.425
56.2,1.4,2017-07-12T03:00:00,58.1,55.8,1.275
51.2,1.8,2017-07-12T03:00:00,62.6,51.3,2.125
51.4,2.0,2017-07-12T03:00:00,62.6,51.3,2.125
56.5,3.2,2017-07-12T03:00:00,58.5,56.699999999999996,2.9749999999999996
54.0,6.6,2017-07-12T03:00:00,63.1,54.0,6.375
54.2,7.8,2017-07-12T03:00:00,61.9,54.0,8.075
53.9,7.9,2017-07-12T03:00:00,63.1,54.0,8.075
54.0,8.1,2017-07-12T03:00:00,64.4,54.0,8.075
54.9,8.2,2017-07-12T03:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T03:00:00,63.9,54.0,8.075
56.2,1.4,2017-07-12T04:00:00,57.9,55.8,1.275
51.4,2.0,2017-07-12T04:00:00,62.4,51.3,2.125
57.0,3.9,2017-07-12T04:00:00,57.4,56.699999999999996,3.8249999999999997
54.0,6.6,2017-07-12T04:00:00,63.1,54.0,6.375
54.2,7.8,2017-07-12T04:00:00,61.7,54.0,8.075
53.9,7.9,2017-07-12T04:00:00,63.1,54.0,8.075
54.0,8.1,2017-07-12T04:00:00,64.8,54.0,8.075
54.9,8.2,2017-07-12T04:00:00,64.2,54.9,8.075
54.0,8.2,2017-07-12T04:00:00,64.2,54.0,8.075
56.2,1.6,2017-07-12T05:00:00,57.9,55.8,1.275
51.2,1.8,2017-07-12T05:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-12T05:00:00,62.6,51.3,2.125
56.9,4.2,2017-07-12T05:00:00,57.4,56.699999999999996,3.8249999999999997
54.0,6.6,2017-07-12T05:00:00,63.0,54.0,6.375
54.2,7.8,2017-07-12T05:00:00,61.7,54.0,8.075
53.9,7.9,2017-07-12T05:00:00,63.3,54.0,8.075
54.0,8.1,2017-07-12T05:00:00,64.0,54.0,8.075
54.9,8.2,2017-07-12T05:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T05:00:00,64.0,54.0,8.075
56.2,1.9,2017-07-12T06:00:00,58.5,55.8,2.125
58.4,1.9,2017-07-12T06:00:00,53.2,58.5,2.125
51.4,2.0,2017-07-12T06:00:00,62.6,51.3,2.125
56.5,3.2,2017-07-12T06:00:00,58.3,56.699999999999996,2.9749999999999996
57.0,4.3,2017-07-12T06:00:00,57.0,56.699999999999996,4.675
54.0,6.6,2017-07-12T06:00:00,63.1,54.0,6.375
54.5,7.0,2017-07-12T06:00:00,59.0,54.0,7.225
54.2,7.8,2017-07-12T06:00:00,63.1,54.0,8.075
53.9,7.9,2017-07-12T06:00:00,63.3,54.0,8.075
54.0,8.1,2017-07-12T06:00:00,63.5,54.0,8.075
54.9,8.2,2017-07-12T06:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T06:00:00,63.3,54.0,8.075
51.4,2.0,2017-07-12T07:00:00,62.4,51.3,2.125
56.2,2.2,2017-07-12T07:00:00,58.5,55.8,2.125
56.9,4.6,2017-07-12T07:00:00,57.4,56.699999999999996,4.675
53.9,6.8,2017-07-12T07:00:00,63.7,54.0,6.375
54.2,7.8,2017-07-12T07:00:00,63.3,54.0,8.075
54.0,8.1,2017-07-12T07:00:00,63.0,54.0,8.075
54.9,8.2,2017-07-12T07:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T07:00:00,63.7,54.0,8.075
51.2,1.8,2017-07-12T08:00:00,62.8,51.3,2.125
56.2,2.5,2017-07-12T08:00:00,58.6,55.8,2.125
56.9,4.9,2017-07-12T08:00:00,57.6,56.699999999999996,4.675
53.8,7.0,2017-07-12T08:00:00,64.8,54.0,7.225
54.2,7.8,2017-07-12T08:00:00,63.3,54.0,8.075
53.9,7.8,2017-07-12T08:00:00,63.0,54.0,8.075
54.0,8.1,2017-07-12T08:00:00,62.6,54.0,8.075
54.9,8.2,2017-07-12T08:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T08:00:00,63.3,54.0,8.075
51.2,1.8,2017-07-12T09:00:00,62.8,51.3,2.125
58.4,1.9,2017-07-12T09:00:00,52.2,58.5,2.125
51.4,2.0,2017-07-12T09:00:00,62.6,51.3,2.125
56.2,2.8,2017-07-12T09:00:00,58.8,55.8,2.9749999999999996
56.5,3.2,2017-07-12T09:00:00,58.3,56.699999999999996,2.9749999999999996
56.9,5.1,2017-07-12T09:00:00,57.7,56.699999999999996,4.675
53.8,7.3,2017-07-12T09:00:00,64.2,54.0,7.225
53.9,7.9,2017-07-12T09:00:00,63.7,54.0,8.075
54.0,8.1,2017-07-12T09:00:00,62.6,54.0,8.075
54.9,8.2,2017-07-12T09:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T09:00:00,64.0,54.0,8.075
51.2,1.8,2017-07-12T10:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-12T10:00:00,62.6,51.3,2.125
51.2,4.2,2017-07-12T10:00:00,69.3,51.3,3.8249999999999997
57.0,5.3,2017-07-12T10:00:00,57.7,56.699999999999996,5.5249999999999995
53.9,7.6,2017-07-12T10:00:00,63.9,54.0,7.225
54.2,7.8,2017-07-12T10:00:00,63.5,54.0,8.075
53.9,7.8,2017-07-12T10:00:00,63.0,54.0,8.075
54.0,8.1,2017-07-12T10:00:00,62.6,54.0,8.075
54.9,8.2,2017-07-12T10:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T10:00:00,62.2,54.0,8.075
51.2,1.8,2017-07-12T11:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-12T11:00:00,62.6,51.3,2.125
56.2,3.1,2017-07-12T11:00:00,58.8,55.8,2.9749999999999996
57.0,5.6,2017-07-12T11:00:00,57.6,56.699999999999996,5.5249999999999995
54.2,7.8,2017-07-12T11:00:00,61.7,54.0,8.075
53.9,7.9,2017-07-12T11:00:00,63.1,54.0,8.075
53.9,7.9,2017-07-12T11:00:00,63.0,54.0,8.075
54.0,8.1,2017-07-12T11:00:00,63.7,54.0,8.075
54.9,8.2,2017-07-12T11:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T11:00:00,63.0,54.0,8.075
51.2,1.8,2017-07-12T12:00:00,63.0,51.3,2.125
58.4,1.9,2017-07-12T12:00:00,56.3,58.5,2.125
51.4,2.0,2017-07-12T12:00:00,62.8,51.3,2.125
56.5,3.2,2017-07-12T12:00:00,58.5,56.699999999999996,2.9749999999999996
56.2,3.3,2017-07-12T12:00:00,58.6,55.8,2.9749999999999996
54.7,4.1,2017-07-12T12:00:00,66.4,54.9,3.8249999999999997
57.0,5.9,2017-07-12T12:00:00,57.7,56.699999999999996,5.5249999999999995
54.2,7.8,2017-07-12T12:00:00,61.0,54.0,8.075
53.9,7.8,2017-07-12T12:00:00,63.1,54.0,8.075
54.0,8.1,2017-07-12T12:00:00,63.0,54.0,8.075
53.8,8.1,2017-07-12T12:00:00,64.9,54.0,8.075
54.9,8.2,2017-07-12T12:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T12:00:00,63.1,54.0,8.075
51.2,1.8,2017-07-12T13:00:00,63.0,51.3,2.125
51.4,2.0,2017-07-12T13:00:00,62.6,51.3,2.125
56.2,3.6,2017-07-12T13:00:00,59.0,55.8,3.8249999999999997
56.9,6.0,2017-07-12T13:00:00,57.9,56.699999999999996,6.375
54.2,7.8,2017-07-12T13:00:00,60.8,54.0,8.075
53.9,7.8,2017-07-12T13:00:00,63.3,54.0,8.075
54.0,8.1,2017-07-12T13:00:00,63.1,54.0,8.075
54.9,8.2,2017-07-12T13:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T13:00:00,63.5,54.0,8.075
51.2,1.8,2017-07-12T14:00:00,63.0,51.3,2.125
51.4,2.0,2017-07-12T14:00:00,63.0,51.3,2.125
56.2,3.9,2017-07-12T14:00:00,59.0,55.8,3.8249999999999997
56.9,6.2,2017-07-12T14:00:00,57.9,56.699999999999996,6.375
54.2,7.8,2017-07-12T14:00:00,60.8,54.0,8.075
54.0,8.1,2017-07-12T14:00:00,63.0,54.0,8.075
53.8,8.1,2017-07-12T14:00:00,63.3,54.0,8.075
54.9,8.2,2017-07-12T14:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T14:00:00,63.3,54.0,8.075
51.2,1.8,2017-07-12T15:00:00,62.8,51.3,2.125
58.4,1.9,2017-07-12T15:00:00,55.6,58.5,2.125
51.4,2.0,2017-07-12T15:00:00,63.1,51.3,2.125
56.5,3.2,2017-07-12T15:00:00,58.3,56.699999999999996,2.9749999999999996
56.2,3.9,2017-07-12T15:00:00,59.2,55.8,3.8249999999999997
57.0,6.3,2017-07-12T15:00:00,57.9,56.699999999999996,6.375
54.2,7.8,2017-07-12T15:00:00,60.8,54.0,8.075
54.0,8.1,2017-07-12T15:00:00,63.3,54.0,8.075
53.8,8.1,2017-07-12T15:00:00,64.8,54.0,8.075
54.9,8.2,2017-07-12T15:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T15:00:00,64.0,54.0,8.075
51.2,1.8,2017-07-12T16:00:00,63.0,51.3,2.125
51.4,2.0,2017-07-12T16:00:00,63.1,51.3,2.125
56.1,3.9,2017-07-12T16:00:00,59.2,55.8,3.8249999999999997
57.0,6.3,2017-07-12T16:00:00,58.1,56.699999999999996,6.375
54.0,8.1,2017-07-12T16:00:00,63.5,54.0,8.075
54.9,8.2,2017-07-12T16:00:00,64.0,54.9,8.075
54.0,8.2,2017-07-12T16:00:00,64.4,54.0,8.075
51.2,1.8,2017-07-12T17:00:00,63.0,51.3,2.125
51.4,2.0,2017-07-12T17:00:00,63.0,51.3,2.125
56.0,4.0,2017-07-12T17:00:00,59.0,55.8,3.8249999999999997
56.9,6.3,2017-07-12T17:00:00,57.9,56.699999999999996,6.375
54.2,7.8,2017-07-12T17:00:00,62.2,54.0,8.075
54.0,8.0,2017-07-12T17:00:00,63.1,54.0,8.075
54.0,8.1,2017-07-12T17:00:00,63.3,54.0,8.075
53.8,8.1,2017-07-12T17:00:00,65.7,54.0,8.075
54.9,8.2,2017-07-12T17:00:00,64.0,54.9,8.075
50.8,1.0,2017-07-12T17:00:00,67.8,50.4,1.275
58.3,0.7,2017-07-12T18:00:00,57.0,58.5,0.425
51.2,1.8,2017-07-12T18:00:00,63.0,51.3,2.125
51.4,2.0,2017-07-12T18:00:00,62.8,51.3,2.125
56.5,3.2,2017-07-12T18:00:00,58.5,56.699999999999996,2.9749999999999996
55.9,4.0,2017-07-12T18:00:00,58.6,55.8,3.8249999999999997
56.9,6.3,2017-07-12T18:00:00,57.9,56.699999999999996,6.375
56.4,7.4,2017-07-12T18:00:00,59.0,56.699999999999996,7.225
54.2,7.8,2017-07-12T18:00:00,62.4,54.0,8.075
54.0,7.8,2017-07-12T18:00:00,62.6,54.0,8.075
54.0,8.1,2017-07-12T18:00:00,63.5,54.0,8.075
53.8,8.1,2017-07-12T18:00:00,65.7,54.0,8.075
54.9,8.2,2017-07-12T18:00:00,64.0,54.9,8.075
51.2,1.8,2017-07-12T19:00:00,63.0,51.3,2.125
51.4,2.0,2017-07-12T19:00:00,62.8,51.3,2.125
55.9,4.0,2017-07-12T19:00:00,58.8,55.8,3.8249999999999997
56.9,6.3,2017-07-12T19:00:00,57.7,56.699999999999996,6.375
54.0,7.4,2017-07-12T19:00:00,62.1,54.0,7.225
54.0,8.1,2017-07-12T19:00:00,64.4,54.0,8.075
53.8,8.1,2017-07-12T19:00:00,66.0,54.0,8.075
54.9,8.2,2017-07-12T19:00:00,64.0,54.9,8.075
58.4,1.0,2017-07-12T19:00:00,57.2,58.5,1.275
51.2,1.8,2017-07-12T20:00:00,63.0,51.3,2.125
51.4,2.0,2017-07-12T20:00:00,62.8,51.3,2.125
52.2,2.8,2017-07-12T20:00:00,62.6,52.199999999999996,2.9749999999999996
55.9,4.0,2017-07-12T20:00:00,58.6,55.8,3.8249999999999997
56.9,6.3,2017-07-12T20:00:00,57.9,56.699999999999996,6.375
54.0,7.1,2017-07-12T20:00:00,62.4,54.0,7.225
54.2,7.8,2017-07-12T20:00:00,61.9,54.0,8.075
54.0,8.1,2017-07-12T20:00:00,64.0,54.0,8.075
53.8,8.1,2017-07-12T20:00:00,66.2,54.0,8.075
54.9,8.2,2017-07-12T20:00:00,64.0,54.9,8.075
51.2,1.8,2017-07-12T21:00:00,63.0,51.3,2.125
51.4,2.0,2017-07-12T21:00:00,62.8,51.3,2.125
56.5,3.2,2017-07-12T21:00:00,58.5,56.699999999999996,2.9749999999999996
56.0,4.0,2017-07-12T21:00:00,58.5,55.8,3.8249999999999997
56.9,6.3,2017-07-12T21:00:00,57.9,56.699999999999996,6.375
53.9,6.8,2017-07-12T21:00:00,63.5,54.0,6.375
54.2,7.8,2017-07-12T21:00:00,61.9,54.0,8.075
54.0,8.1,2017-07-12T21:00:00,63.7,54.0,8.075
54.9,8.2,2017-07-12T21:00:00,64.0,54.9,8.075
53.8,8.2,2017-07-12T21:00:00,66.4,54.0,8.075
51.2,1.8,2017-07-12T22:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-12T22:00:00,62.8,51.3,2.125
56.0,4.0,2017-07-12T22:00:00,58.6,55.8,3.8249999999999997
53.9,6.5,2017-07-12T22:00:00,63.7,54.0,6.375
56.9,6.5,2017-07-12T22:00:00,57.9,56.699999999999996,6.375
54.2,7.8,2017-07-12T22:00:00,61.9,54.0,8.075
54.0,8.1,2017-07-12T22:00:00,63.7,54.0,8.075
54.9,8.2,2017-07-12T22:00:00,64.0,54.9,8.075
53.8,8.2,2017-07-12T22:00:00,66.0,54.0,8.075
51.2,1.8,2017-07-12T23:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-12T23:00:00,62.8,51.3,2.125
56.1,3.9,2017-07-12T23:00:00,58.8,55.8,3.8249999999999997
53.9,6.4,2017-07-12T23:00:00,63.5,54.0,6.375
57.0,6.6,2017-07-12T23:00:00,58.1,56.699999999999996,6.375
54.2,7.8,2017-07-12T23:00:00,61.7,54.0,8.075
54.0,8.1,2017-07-12T23:00:00,64.0,54.0,8.075
54.9,8.2,2017-07-12T23:00:00,63.7,54.9,8.075
53.8,8.2,2017-07-12T23:00:00,65.1,54.0,8.075
51.2,1.8,2017-07-13T00:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-13T00:00:00,62.6,51.3,2.125
56.5,3.2,2017-07-13T00:00:00,58.3,56.699999999999996,2.9749999999999996
51.8,3.3,2017-07-13T00:00:00,64.6,51.3,2.9749999999999996
56.1,3.9,2017-07-13T00:00:00,58.8,55.8,3.8249999999999997
52.9,4.0,2017-07-13T00:00:00,64.4,53.1,3.8249999999999997
54.0,6.3,2017-07-13T00:00:00,63.3,54.0,6.375
57.0,6.6,2017-07-13T00:00:00,57.9,56.699999999999996,6.375
54.2,7.8,2017-07-13T00:00:00,61.3,54.0,8.075
54.0,8.1,2017-07-13T00:00:00,63.9,54.0,8.075
54.9,8.2,2017-07-13T00:00:00,63.7,54.9,8.075
53.8,8.2,2017-07-13T00:00:00,65.1,54.0,8.075
51.2,1.8,2017-07-13T01:00:00,62.8,51.3,2.125
51.4,2.0,2017-07-13T01:00:00,62.6,51.3,2.125
56.1,3.9,2017-07-13T01:00:00,59.0,55.8,3.8249999999999997
53.9,6.2,2017-07-13T01:00:00,63.3,54.0,6.375
57.0,6.6,2017-07-13T01:00:00,57.9,56.699999999999996,6.375
54.2,7.8,2017-07-13T01:00:00,61.2,54.0,8.075
54.0,8.1,2017-07-13T01:00:00,63.7,54.0,8.075
54.9,8.2,2017-07-13T01:00:00,63.5,54.9,8.075
53.8,8.2,2017-07-13T01:00:00,64.8,54.0,8.075
51.2,1.8,2017-07-13T02:00:00,62.6,51.3,2.125
51.4,2.0,2017-07-13T02:00:00,62.6,51.3,2.125
56.2,3.9,2017-07-13T02:00:00,58.8,55.8,3.8249999999999997
53.8,6.2,2017-07-13T02:00:00,63.7,54.0,6.375
57.0,6.6,2017-07-13T02:00:00,57.9,56.699999999999996,6.375
54.2,7.8,2017-07-13T02:00:00,61.5,54.0,8.075
54.0,8.1,2017-07-13T02:00:00,63.7,54.0,8.075
53.8,8.1,2017-07-13T02:00:00,64.8,54.0,8.075
54.9,8.2,2017-07-13T02:00:00,63.5,54.9,8.075
58.3,0.7,2017-07-13T03:00:00,57.0,58.5,0.425
51.2,1.8,2017-07-13T03:00:00,62.4,51.3,2.125
51.4,2.0,2017-07-13T03:00:00,62.4,51.3,2.125
56.5,3.2,2017-07-13T03:00:00,58.3,56.699999999999996,2.9749999999999996
56.2,3.9,2017-07-13T03:00:00,58.8,55.8,3.8249999999999997
53.6,6.3,2017-07-13T03:00:00,64.4,53.1,6.375
57.0,6.6,2017-07-13T03:00:00,57.7,56.699999999999996,6.375
54.0,8.1,2017-07-13T03:00:00,63.5,54.0,8.075
53.8,8.1,2017-07-13T03:00:00,64.8,54.0,8.075
